Input,Output,Id
The goal of setting concrete definitions for interpretability and concept leakage seems to fall short here.,Maybe,E76rpEHeXU
"Despite the positive experimental results, it is unclear if the approach is sound.",Confirmed,E76rpEHeXU
"In general, the presentation of the paper could be improved for clarity purposes.",Confirmed,E76rpEHeXU
"Imho, the approach of generating a plan with property B for comparison has severe limitations.",Maybe,BklYXrfv2N
I find it awkward and scientifically unsaisfactory to address this problem as a long list of individual questions.,Maybe,BklYXrfv2N
"This would lift the discussion from one about long lists of questions (awkward, infeasible) to one about expressiveness of languages (elegant, compact, standard in CS).",Not concerning,BklYXrfv2N
"This seems rather obvious to me and I wonder why the authors did not consider it, or did not choose to discuss it.",Missed Maybe,BklYXrfv2N
Lack of theoretical guarantee: perhaps there's a way to get error bound on B_hat from the error bound for Glasso?,Not concerning,S1eXfcYpOV
"However, it is not novel eg Aigrain'19 did essentially the same thing for classification models.",Confirmed,BJxg_FwwqB
"In addition to lack of novelty, the experimental methodology is very weak.",Confirmed,BJxg_FwwqB
"First, the toy 2d example is too trivial to be informative, since there is essentiallly no overlap between the two distributions of features, p(x) and q(x) - even a density model on input space could detect this.",Confirmed,BJxg_FwwqB
I suspect when it fails it is due to  implementation problems (eg trying to predict sigma instead of log(sigma)).,Confirmed,BJxg_FwwqB
"I am actually not entirely sure of what is described in the manuscript, because I have extreme difficulties in making sense of the phrasing...",Confirmed,ivoC0Wu6fmM
"I believe that given the current state of the manuscript in terms of clarity of exposition, this submission should be rejected.",Confirmed,ivoC0Wu6fmM
"Worse, a large number of leaf node would makes the attention network computationally heavy since it is quadratic related to the number of nodes.",Not concerning,zrCbyRb7obD
"The dataset is too naive, which only discretizes each edge to 10, while conventional methods have much more resolution.",Confirmed,zrCbyRb7obD
I think Section 4.4 should be modified. The distribution of adding a uniform random disturbance to each point of another uniform distribution is almost uniform. This is not the proper way to evaluate generalization.,Maybe,zrCbyRb7obD
"The author did not mention how many bins are used in the problem settings, which should be clearly state.",Not concerning,zrCbyRb7obD
Why Learning-based approaches perform better under various complicated constraints?,Not concerning,zrCbyRb7obD
This notion is very misleading. The same problem exists in the following text.,Confirmed,zrCbyRb7obD
"The whole paper is assumed to address the ""pretend-to-share"" problem, while the authors never provide any evidence that such problem really exists for any other algorithm. It seems to be an assumption without any support.",Confirmed,rkgfxIgOh7
"Though the read-write framework is very interesting, the authors do not clearly present it, so that the readers can be totally get lost.",Confirmed,rkgfxIgOh7
"This is a research paper which should be as clear as possible for the readers to reproduce the results, rather than a proposal only with such abstract and general functions defined.",Confirmed,rkgfxIgOh7
"The problem is how do you evaluate the effectiveness of such definition, since massive works in multitask learning pursue to learn the task relationship automatically to guarantee the effectiveness instead of such heuristic definition.",Maybe,rkgfxIgOh7
"To my best knowledge, meta-learning, including MAML (Finn et al. 2017), can obviously solve both in-task setting and out-task setting. In some sense, I think this work is almost equivalent to MAML.",Confirmed,rkgfxIgOh7
"I tried hard to understand, but still think that Figure 5(a) is even better than Figure 5(b).",Confirmed,rkgfxIgOh7
there are so many grammatical errors and typos.,Confirmed,rkgfxIgOh7
"The paper doesn't go any further beyond 1000 clusters / concepts, which doesn't seem to have as wide coverage as e.g. wikipedia.",Confirmed,WEhU5rVlMw
This leads to the problem of replication.,Not concerning,WEhU5rVlMw
It does't seem useful when other models are examined.,Confirmed,WEhU5rVlMw
I found the BCD development (section 7.1) problematic.,Maybe,WEhU5rVlMw
I do feel that this should be described properly in the introduction and abstract.,Not concerning,HAxxHOTBzz5
This is a little misleading.,Not concerning,HAxxHOTBzz5
"The subsections of Nature Run for Observing Simulations and Orbital Mechanics and Attitude Control are rather long, and readers could get lost in those details without right background.",Not concerning,Syghzj69j4
Some steps in theoretical derivation seem to be wrong.,Not concerning,k4LmsCHVohi
"Although the problem they were addressing is undoubtedly significant, I remain somewhat skeptical about the novelty of this work.",Maybe,O4i2dKYWGf
"The paper does not provide evidence that if a small sub-network of the larger network which is equivalent to the tiny network in network sizes will provide the same results as shown in the paper, in other words, does the auxiliary training necessary?",Not concerning,DopuMlxYb5g
The main take-home message is: don't use neural networks (NNs) that are both deep and shallow.,Confirmed,H1ge8bKu2m
I don't think the author provides a completely rigorous justification for the collapse phenomenon.,Maybe,H1ge8bKu2m
"The writting is good, but the contribution needs to be clearly emphasized.",Not concerning,milTQ2cdsOz
"The authors have primarily motivated the work by discussing generally ""language descriptions,"" however, as shown in Table 1 (also stated by the author in their results analysis paragraphs), the JVL model (CLIP-based) actually performs worse than the simple object-detection based model.",Not concerning,SKUxjlVuCWc
"The authors have stated that the ""CLIP model is more general,"" however there is no experimental support for that (e.g., application to domains with more concepts).",Not concerning,SKUxjlVuCWc
"The paper is well-written, and could be strengthened additional exploration to strengthen choice and comparison to baselines.",Not concerning,SJgQWfJvKV
No careful ablation study of this sort is performed,Maybe,B1etdm5itr
"While I like the general motivation for this work, there are no clear experimental hypotheses being tested in the experiments.",Maybe,B1etdm5itr
This paper doesn't give any new contributions and has no potential values,Confirmed,BkxgKFy5hQ
the paper is lack of novelty and the motivation is weak. I even can't find any contribution to OCR or object detection.,Confirmed,BkxgKFy5hQ
the paper is written badly so that I can't follow easily.,Confirmed,BkxgKFy5hQ
the authors don't confirm the superiority of the proposed method to others.,Maybe,BkxgKFy5hQ
"However, I did see any real application in this paper.",Confirmed,rkgBtXVhFr
It is very difficult to understand how this proposed method works and what is the benefit under non trivial environment.,Not concerning,rkgBtXVhFr
It is not convincing without comparison with necessary baseline methods.,Not concerning,rkgBtXVhFr
"There are many typos, such as the missing figure citation with Figure ??.",Not concerning,rkgBtXVhFr
It rather makes things more confusing,Not concerning,gLpL2k8NQ0r
"In my opinion, the paper is not well written.",Maybe,gLpL2k8NQ0r
The improvements of the experimental results are not obvious.,Maybe,RtA_NlDGoLB
Just a few examples in the results section.,Not concerning,S1lolYlnt4
Part of the results were attached as appendices.,Not concerning,S1lolYlnt4
The paper is generally poorly written.,Maybe,HfzjntfCR60
"Even the main claims are hard to decipher, right from the abstract.",Not concerning,HfzjntfCR60
But the entire introduction provides no clear/coherent overview/findings or motivation.,Confirmed,HfzjntfCR60
The remainder of the paper continues the same way.,Maybe,HfzjntfCR60
"This is a pity,",Confirmed,HfzjntfCR60
They are too unclear for me to be secure in restating them.,Not concerning,HfzjntfCR60
"This is a poor quality paper, is unclear in the results (what metric is even reported in Table 6), and has little significance (though this may highlight the opportunity to revisit the encoding scheme for characters).",Confirmed,rkB5-TcgG
"Without this, the authors cannot claim its effectiveness since only experiments on NIPS2017 is not enough.",Not concerning,BygheOf79r
"This doesn't feel intuitively true from the example dialogue, but the NLG system samples to appear to be quite bad which makes me worried that it's not so much that humans are bad localizers but that the model's NLU/NLG system is quite weak and maybe there's a problem with the data-collection procedure.",Confirmed,rkgGwTlF27
"The results in this paper, don't convince me that emergent language is better than natural language or that agents are better communicators than humans, but that the data-collection methodology was faulty leading to lots of failures.",Not concerning,rkgGwTlF27
I found this paper very confusing to read.,Not concerning,rkgGwTlF27
I am slightly leaning toward reject since the paper probably needs more work.,Not concerning,5dVUIF7UUsi
"It would be beneficial to comment on how this method compares against m-out-of-n bootstrap and bag-of-little bootstraps. The authors mention that both of these methods are inherently slower (page 9, Section 6). However, these methods are highly parallelizable algorithms and they are worthy of discussion (unlike the iterative algorithm proposed in this paper).",Not concerning,5dVUIF7UUsi
Why did you decide for that and not for a standard 128-dimensional latent space (which seems sufficient for MNIST) and a standard L1 loss as in the original SimCLR implementation?,Not concerning,rxewWlBcWc
"The paper essentially is an EPSRC project proposal, somewhat reshaped (so far as I can tell) into a workshop submission.",Not concerning,SJxFuRgyiV
"This strikes me as unusual (this is the first time I see a project proposal turned into a paper), and there are no concrete results to discuss.",Confirmed,SJxFuRgyiV
"In short, the paper proposes to use planning techniques for generating explanations (i.e., instructions) of something outside the planner; as opposed to explaining the decisions of the planner itself. I hence find the link to XAIP, and hence the workshop, a bit tenuous.",Not concerning,SJxFuRgyiV
The paper is clearly relevant to KEPS and there is novel though a bit incremental contribution.,Not concerning,HkgvPwh-3E
Why actions are not assumed among observations? The compilation-based approach supports partially observed states and actions. Is there any specific reason to omit actions in this setting?,Not concerning,HkgvPwh-3E
"The section on background uses a bit non-standard model of planning, where the state is described as a complete set of valid literals (so predicates that are not true in the state are explicitly included in a negated version).",Not concerning,HkgvPwh-3E
Would not be better to prevent such a failure rather than just wait for it?,Not concerning,HkgvPwh-3E
"Actually, runtimes are never reported in the paper so we do not know how practically efficient the approach is.",Not concerning,HkgvPwh-3E
"The authors claim in the text that the planning horizon is bound to 2 (for programming any action model). It is a correct claim (though might be hard to grasp by the reader who is not aware of details of the compilation approach), but it may be also a bit misleading as we need additional layers to encode the observed plan (yes, this is not for programming the model but for evaluating it, but we need more layers).",Not concerning,HkgvPwh-3E
So I do not fully understand the discussion on bias to find shorter plans as the bias is still there (the systems tries to minimise the number of actions that explain given observations).,Not concerning,HkgvPwh-3E
While this paper presents an economical and practical method to generate a sentiment lexicon for resource-limited language it is not acceptable in it's current state to ICRL.,Not concerning,Hkec2hOaYB
The paper is incorrectly structured.,Not concerning,Hkec2hOaYB
"Moreover, there is almost no discussion in this paper.",Confirmed,Hkec2hOaYB
"In general, the paper is poorly written, with many notation mistakes and inconsistencies.",Confirmed,SySnNRUxz
"The idea does not seem to be novel, technical novelty is low, and the execution in experiments does not seem to be reliable.",Confirmed,SySnNRUxz
"The paper makes many mistakes, and is difficult to read.",Not concerning,SySnNRUxz
The experiments are not reliable.,Confirmed,SySnNRUxz
"Nevertheless, all the results in the paper show a negative impact of this on the test accuracy which is contradicting to the proposition.",Not concerning,Syl3tBeAtH
"The approach of this paper seems severely severely limited by the assumptions made by the authors, mainly assuming a deterministic environment, known goal states and the ability to sample anywhere in the state space.",Confirmed,r1Kg9atxz
"-The authors demonstrate some benefits of using Tendency rewards, but made little attempt to explain why it leads to accelerated learning. Results are pure performance results.",Not concerning,r1Kg9atxz
"-It is nice to see that the authors compare their method with alternative approaches. Unfortunately, the proposed method does not seem to offer many benefits.",Not concerning,r1Kg9atxz
"The idea of explicitly modeling the relational structure via GCNs is interesting. However, the use of GCNs independently per sentence and per knowledge-base is a bit disappointing, since it does not couple these sources of information in a structured way.",Not concerning,HJeBukc62m
"The notation is described well, but it's not terribly intuitive (the query embedding is denoted by c, the history embedding by a, etc.), making section 4.4. hard to follow.",Maybe,HJeBukc62m
"Unfortunately, I am not an expert in RL theory, which makes it difficult for me to evaluate the main contribution, which is Theorem 4.2, and consequently any of the claims above.",Not concerning,BfgZzBeRbc
"Given my unfamiliarity, it seems unreasonable to expect me to review the lengthy derivation in the appendix for a workshop.",Maybe,BfgZzBeRbc
"I apologize to the authors for my lack of feedback, insights, or comments, especially since the work appears both relevant and interesting.",Not concerning,BfgZzBeRbc
"Without a detailed training setting, it is hard to understand why inceptionV3 performs worse than AlexNet, or why the bag-of-words with InceptionV3 performs much worse than InceptionV3 itself.",Not concerning,6EYpDkO1oy
"A minor point -- graphs are very hard to read, please use vector images",Not concerning,Ske4TVOCY4
"since it stops at image registration, which is a well-known existing model I cannot qualify the paper as novel.",Maybe,Byxeg0D3KH
As I motivate below I find the current content more at a workshop level than a conference paper.,Not concerning,Byxeg0D3KH
"This is a very strong claim, it implies that if we do this the latent space will always be interpretable, which I think is false and definitely not backed up by experiments",Missed Maybe,Byxeg0D3KH
I am not sure what insight a reader can possibly get from figure 3.,Confirmed,Byxeg0D3KH
The novelty of the method falls a little short for a full-scale conference paper.,Maybe,ByecO2R6j7
I have hard time to buy the disclaimers provided for Table 2.,Confirmed,ByecO2R6j7
Therefore I deem all such essential material as invalid and make my decision without investigating them.,Confirmed,ByecO2R6j7
This both gives negative signals about its level of maturity and calls for a detailed proofread,Missed Maybe,ByecO2R6j7
"But Fig6 (b) only shows a very stable accuracy as D_t increases. It would be more convincing if the performance of DGMLP improves with a larger D_t. Otherwise, why bother to increase D_t?",Not concerning,ZZkHkhXAYDs
"Larger D_t means more parameters, and hence may need to train models longer (and with better training settings). Is it possible that large D_t leads to undertrain of GNN?",Not concerning,ZZkHkhXAYDs
"Given the facts above, I am having a hard time to understand the novelty of this paper?",Confirmed,Bk-tLaKlz
"If that is the case, it is not demonstrated in the paper that it actually works.",Confirmed,Bk-tLaKlz
"The choice of the face domain is also suspicious, since all faces are topologically the same graph (even though there are geometric variations).",Not concerning,Bk-tLaKlz
"As is, the paper does not bear enough novelty on top of [Defferrard et al. 2016], or is not demonstrating it even if there exists any.",Confirmed,Bk-tLaKlz
My major concern is the writing.,Not concerning,S1gTl83L6X
"Even the problem is challenging and the idea is interesting, the clarity of the paper could be improved with more Figures and Diagrams that helps the reader to understand the available training data, which policies are trained, how the trained policies are used, and how the posterior sampling works.",Not concerning,L9mAra0G8Wm
"First, I found that some aspects were really unclear.",Not concerning,HyxE-hwBtE
"Finally, there are some minor mistakes (listed below) that need to be fixed:",Not concerning,SkgLM7m_FN
Therefore this paper has no valuable contribution in its current form and I vote for rejection.,Confirmed,SJgISm7mYS
"Confusing: the paper has almost no structure, e.g., there are almost no sections at all. Symbols are not used consitently",Missed by Model,SJgISm7mYS
The paper could have been much stronger if it used the full space allotment.,Not concerning,ZsdnpcKgZB
Experiment is weak.,Maybe,t5bx0EOFKe4
The training overhead of this method is not discussed.,Not concerning,t5bx0EOFKe4
"However, the nonnegligible pitfalls of this paper are 1) the novelty is limited, 2) the challenge that they aim to address is unclear, and 3) their algorithm objective is not well formulated.",Maybe,zEOEGS8HVpW
"Moreover, as a purely empirical study, its experiment designs are quite simple, missing comparisons with more state-of-the-art baselines, which further weakens their contribution.",Maybe,zEOEGS8HVpW
I feel it is a straightforward extension of FedAvg and Hierarchical FL to a decentralized scenario.,Not concerning,zEOEGS8HVpW
The argument that FedMes is more communication-efficient than cloud-based FL is doubtful.,Not concerning,zEOEGS8HVpW
The weight design in Eq(9) is more like engineering efforts than theoretically motivated.,Not concerning,zEOEGS8HVpW
Then the evaluation of the models may not have a clear meaning.,Not concerning,7DhN5cIhdl
"Generally, counterfactual information is impossible to obtain because one cannot observe two realities at once.",Not concerning,7DhN5cIhdl
This seems completely unnecessary as there are only 4 problems each with very few intermediate steps,Missed Maybe,zPfiii-GXy
The contributions are marginally significant or novel as it is not a major overhaul of transformer-based BC (or offline RL) methods.,Not concerning,zPfiii-GXy
One thing which is not clear to me in the current analysis is how posterior collapse can happen to pPCA if it has the same spurious local optima.,Not concerning,SygIGxKzcE
I believe the paper should be rejected because: 1) most aspects of this paper are a little dated 2) novelty is little 3) experimental section is very limited and unconvincing.,Maybe,S1lgvje0Yr
There's plenty of neural topic models to compare against (you mentioned some in your related work section) but no comparison with any of those is presented.,Missed Maybe,S1lgvje0Yr
"While the introduction seemed promising, and I enjoyed the writing style, I was disappointed with this article.",Confirmed,HJZM5e9eM
"First, in Theorem 1.1, I do not think that phi_L \circ ... \circ phi_1 \circ F is a non-linear frame, because I do not see why it should be of the form of Definition 1.2 (what would be the functions psi_n?)",Missed Maybe,HJZM5e9eM
"For the same reason, I also do not understand Theorem 1.2. In Proof 1.4, the line of equalities after « Also with the Plancherel formula » is, in my opinion, not true, because the L^2 norm of a product of functions is not the product of the L^2 norms of the functions.",Missed Maybe,HJZM5e9eM
"Additionally, I do not say that Proof 2.1 is not true, but the fact that the undersampling by a factor 2 does not prevent the operator from being a frame should be justified",Missed Maybe,HJZM5e9eM
"Additionally, the existence of this continous inverse relies on the fact that the non-linearity that is used is a Leaky ReLU, which looks a bit like ""cheating"" to me, because the Lipschitz constant of the inverse of a Leaky ReLU, although finite, is large, so it seems to me that cascading several layers with Leaky ReLUs could encode a transformation with strictly positive, but still very poor frame bounds.",Not concerning,HJZM5e9eM
"I also do not understand why having ""orthogonal outputs"", as in Section 2, is really desirable; I think that it should be better justified.",Maybe,HJZM5e9eM
I think the descriptions about the core PKCAM module are unclear and seem to be incorrect,Missed Maybe,iAxDsbcJZXQ
Or the experiments can not support the statements,Missed Maybe,iAxDsbcJZXQ
I think the work is somewhat a draft for the current version.,Not concerning,iAxDsbcJZXQ
"Firstly, it is weird to claim ""combinatorial construction"" as the novel formulation proposed in this paper, as this is a general term and many previous works [19, 38] are also essentially solving the combinatorial part assembly problem.",Confirmed,hh9ZWMzN15L
The qualitative result for the Table shape in Fig.  6 is pretty bad.,Confirmed,hh9ZWMzN15L
"Actually, this may slightly exaggerate my concern why using 2x4 bricks as the only primitive is a good choice, given such bad reconstruction quality for real ModelNet shapes?",Confirmed,hh9ZWMzN15L
"In table 1, it's weird to put ""AVN"" as a term for comparison. Do previous works not consider invalid overlapping at all",Missed by Model,hh9ZWMzN15L
"overall, I think the claimed contributions are not strong to meet NeurIPS bar, or not well-proven to be necessary.",Maybe,hh9ZWMzN15L
"The main weakness of this paper, in my humble opinion, is the lack of important details or rigor in the experiments presented.",Not concerning,PSTTIdq8EOf
"Without these important details and rigorous comparison, it's hard to have high confidence in the reproducibility of the results.",Not concerning,PSTTIdq8EOf
"Therefore, ""within-layer"" feedback doesn't sound accurate to me",Missed by Model,PSTTIdq8EOf
The contribution is marginal.,Not concerning,y22A7C2ixK
The proposed method performs worse than the relaxation methods.,Not concerning,y22A7C2ixK
The authors don't really motivate why relaxation methods are an insufficient/undesirable solution to the problem.,Not concerning,y22A7C2ixK
"it sounds from the authors' description that the work of Nogueira & Cho (2019)  is very similar, and yet this paper doesn't discuss the similarities in enough detail.",Not concerning,HkxeVLCAYE
why are the results of Nogueira & Cho (2019) not reported in the table (except for one number in the footnote)?,Not concerning,HkxeVLCAYE
"the citation for the most similar work is incomplete, it only says ""Rodrigo Nogueira and Kyunghyun Cho. Passage Re-ranking with BERT. 2019."", with no information where to find it.",Not concerning,HkxeVLCAYE
"First, the proposed method appears not useful.",Confirmed,JF3IaHcgkSd
"The method is new, although I do not find it very useful.",Confirmed,JF3IaHcgkSd
"First and foremost, I do not see a good reason for using the proposed algorithm.",Maybe,JF3IaHcgkSd
I am very surprised that Theorem 3 does not reply on $D$ (the number of random features).,Not concerning,JF3IaHcgkSd
This is not possible,Missed Maybe,JF3IaHcgkSd
This is WRONG,Missed by Model,JF3IaHcgkSd
Let me strengthen my point again: IT IS WRONG TO ASSUME MATRIX NORMS ARE CONSTANTS!,Confirmed,JF3IaHcgkSd
I cannot recommend acceptance at this point.,Not concerning,WYdzxYS1_Tt
"I suspect much of the image processing is performed incorrectly, casting doubt on the validity of the -P model and rendering the comparison to the wavelet case moot.",Not concerning,WYdzxYS1_Tt
Simultaneous lack of details and overall verbosity; I find it difficult to find the big picture from this paper even after hours of trying.,Confirmed,WYdzxYS1_Tt
This makes me suspect all results of the -P variants are not to be trusted,Missed by Model,WYdzxYS1_Tt
In particular: I find the conclusions drawn from the results in Table 1 all potentially invalid,Missed by Model,WYdzxYS1_Tt
I do not approve of pushing them to the appendix.,Not concerning,WYdzxYS1_Tt
but I couldn't follow the process of proof.,Not concerning,9e3A3rYtvNP
"but the reviewer believe that in the proof of the author's claim, there are lots of explanation to understand.",Not concerning,9e3A3rYtvNP
You need explanation of reason for target of critic.,Not concerning,9e3A3rYtvNP
"Comparatively, the results in this paper are on toy problems.",Confirmed,SJeeDkc227
The results on the Zombie Attack Scenario seem poor.,Not concerning,SJeeDkc227
"Specifically, in the avoid scenario, the approach seems to fail almost half the time.",Missed Maybe,SJeeDkc227
"Overall, I find the paper to be incremental and lacking good experimental results and comparisons.",Not concerning,SJeeDkc227
"However, the proposed approach is rather complicated and the paper fails to show convincing use cases where this complexity is needed.",Confirmed,H4uvtWh_DxW
It is really difficult therefore to evaluate the proposed method.,Not concerning,H4uvtWh_DxW
The experiments are unfocused ad non-systematic.,Confirmed,H4uvtWh_DxW
"However, the set of baselines is rather idiosyncratic and it does not represent the current state-of-the-art in density estimation",Missed by Model,H4uvtWh_DxW
" However, the paper's experiments section is not very significant",Missed by Model,C7IeCiHt2xm
The novelty of this paper is also questionable.,Confirmed,C7IeCiHt2xm
"The method section lacks technical details and theoretical justification that is arguably necessary when studying their proposed architecture, both in sections 4.1 and 4.2.",Not concerning,C7IeCiHt2xm
"Ultimately it looks like the computational complexity of the proposed layer, and the memory footprint is going to be similar to that of a standard convolutional layer.",Not concerning,TbetNRIrCwQ
"While regularizing deep learning models is a pertinent  direction, I feel the paper makes a couple of overstatements, and overall I am not fully convinced by the approach and empirical evaluation, as outlined below.",Confirmed,H1lHgrse9S
"I also find that it is unsurprising that regularizing via fidelity or stability will lead to models with better fidelity/stability so it's an artificial way to yield ""improved interpretability"" and this is more of an issue because fidelity and stability are kind of proxy metrics to evaluate interpretability.",Not concerning,H1lHgrse9S
Overall I feel that more work is needed to convincingly demonstrate the importante of the proposed approach.,Not concerning,H1lHgrse9S
"They do not even allow for the type of experimentation that has been done in reinforcement learning for as long as it has been around, which is to allow exploration by artificially increasing the reward for the first few times that each state is visited.",Confirmed,S1xc36r03Q
In general experiments section is the most weakness of the paper.,Not concerning,ryxRUPb83X
The authors have not compared their methods with most recent papers in the literature and I believe the results are not state-of-the-art (see [1] for instance which is a multi-scale approach),Missed Maybe,ryxRUPb83X
The number citations is not enough.,Not concerning,ryxRUPb83X
The writing must be improved.,Not concerning,ryxRUPb83X
I recommend rejection.,Not concerning,ryxRUPb83X
"I am unconvinced by the argument that ""while this can lead to easy parallelization within one iteration of Bayesian optimization, the overall algorithms are still sequential.""",Missed Maybe,ry7VxCKlM
I am not sure that I agree that TPE is state-of-the-art on these problems: SMAC typically does much better in my experience.,Not concerning,ry7VxCKlM
"Ultimately, my concern is that--considering these tools are open source and relatively stable software at this point--if DPP-only based hyperparameter optimization is truly better than the parallelization approach of SMAC, it should be straightforward enough to download SMAC and demonstrate this.",Not concerning,ry7VxCKlM
"The proposed method is intuitive and simple, largely stitching together previous successful techniques (e.g., Wasserstein distance for robustness, hard negative samples, momentum update).",Not concerning,8m58lHxobZD
"I'm a bit surprised that the experiments do not include any comparison with previous contrastive learning methods, but only compared with models without contrastive learning.",Not concerning,8m58lHxobZD
Having said this I found the paper a little difficult to understand which I attribute to the overall structure of the work.,Not concerning,g6-vZf-8_rX
"The choice of short paper makes the presentation extremely dense, and it is thus very hard to thoroughly evaluate the paper.",Confirmed,rHWFzG7L-5
"Overall, though the paper would certainly benefit from more pages to elaborate on all aspects of the model, and though I cannot fully validate its correctness, I find the paper has potential merit and would be an interesting read for the MIDL audience.",Not concerning,rHWFzG7L-5
"On the negative side, the validation on simulated data is not very impressive.",Confirmed,pWngULBdEg
"There are also too many typos for a 3 page paper (avaiable, prposed,..)",Not concerning,pWngULBdEg
One could also wonder how well the supervised ACWE loss compare to conventional segmentation losses.,Not concerning,pWngULBdEg
"First, it is not formatted correctly. I guess using single column, the content may be overlength.",Not concerning,rklPBJyfcr
"Second, the methods used in the paper are conventional and there is no novelty from the algorithmic perspective.",Confirmed,rklPBJyfcr
"Third, the findings is useful within the sports industry, but does not conveys much insight for the ICLR community.",Not concerning,rklPBJyfcr
However unfortunately the paper is extremely vague and implicit about the actual proposed methodology.,Confirmed,Iyir3x3oAJH
I doubt the paper is suitable for NeurIPS in its current form.,Confirmed,Iyir3x3oAJH
quality: poor: there is simply not enough detail to properly assess what is actually proposed and to what extent it makes sense or solves the initial problem statement,Not concerning,Iyir3x3oAJH
significance: due to the lack of details the paper is unlikely to have significant impact in its current form,Not concerning,Iyir3x3oAJH
at the moment there is nothing ‘interventional’ about this definition (even though you may intend to use it as such later),Missed by Model,Iyir3x3oAJH
being able to ‘answer’ a causal query is meaningless if you cannot provide guarantees about the outcome … and so far we have not seen anything that argues how or why it should be,Missed by Model,Iyir3x3oAJH
p6.217+: this is just so vague I have no idea what you are trying to say.,Confirmed,Iyir3x3oAJH
"Seriously, what does ‘freeing the investigation of iSPN from independent research around hidden confounding’ mean or why should we care",Missed by Model,Iyir3x3oAJH
p7-9: given that I still have no idea what you actually do or try to do I cannot assess the relevance or validity of the results presented here.,Confirmed,Iyir3x3oAJH
"That is right, there is not a single figure in the paper.",Missed Maybe,IsihpgDCLMN
"The contributions presented are themselves limited, which does not support this choice of presentation.",Not concerning,IsihpgDCLMN
"However, neither contribution is compared in the experimental results against the current state of the art, but only against standard GP. This offers a limited insight on its relative advantage, but no clear perspective to the method's actual applicability and utility.",Not concerning,IsihpgDCLMN
The paper lacks a proper discussion at this stage.,Maybe,IsihpgDCLMN
"Maybe I missed something, but I don't there are new insights in the paper.",Confirmed,Kl_QO5GxJqm
"""Section 3.4 Weighted Domain Transfer"" is not well-motivated and very confusing.",Confirmed,Kl_QO5GxJqm
"I think the introduction describes the problem too much, leaving it no space to expand your idea and intuition.",Maybe,Kl_QO5GxJqm
The authors do point out a model that does add LSTM (Quang and Xie) but then do not compare to it and make a vague claim about it modeling interactions between features but not labels (p. 6 top),Missed by Model,H1yqn7qlM
"In reality though, many works in that area are highly relevant and should be discussed in the context of what the authors are trying to achieve.",Not concerning,H1yqn7qlM
The paper claims to have 4 major contributions. The details of second claim that the prototype matching loss learns motif like features is not explained anywhere in the paper.,Confirmed,H1yqn7qlM
A more thorough discussion on the restricted class of causal models for which the marginalization needed is computationally feasible would be useful.,Not concerning,eV87eE1nQV
The pipeline seems engineered well.,Not concerning,P0owHqDTE
Too many decimals are given in Table 1.,Not concerning,P0owHqDTE
"However, a more extensive experimental comparison is needed to draw more clear conclusions.",Not concerning,Sygj1wxNq4
I lean towards rejecting this paper.,Not concerning,rJg8QSNJ9S
"The whole gist of the framework can be crudely summarized as ""if data contradicts, split up into non-contradictory sets using extra info.""",Confirmed,rJg8QSNJ9S
"The motivation keeps repeating that no task-specific prior knowledge being necessary, but I believe this hinges on ""h"" being sensible, which might not be feasible without task-specific prior knowledge",Missed by Model,rJg8QSNJ9S
"Furthermore, and this is my main concern, there is not a single experiment demonstrating how any of this would behave in practice",Missed by Model,rJg8QSNJ9S
"Proposing something that is in principle more general and ""in principle cannot be worse"" but then not demonstrating that it actually is the case is, in my opinion, not enough.",Maybe,rJg8QSNJ9S
The contributions of the paper seem very limited.,Confirmed,S1lsYBrI2m
It is quite surprising that the authors claim to be the first to propose this while completely ignoring previous works.,Confirmed,S1lsYBrI2m
Therefore I do not think this paper is technically correct.,Confirmed,S1lsYBrI2m
"In summary, I believe this paper is limited in its contribution and also has major issues in terms of technical correctness, and is well below the standard for ICLR.",Confirmed,S1lsYBrI2m
"My biggest concern is that the main finding, i.e., that PH of the network architecture allows to monitor performance without a validation set, is not novel.",Maybe,sqBofKizg9e
I lower my score to 5.,Not concerning,bDLdQE6huIz
Overall the paper is interesting and a good enough submission for a workshop.,Not concerning,INPxK-KiBER
"Furthermore, the images in the figures hard to see.",Not concerning,IC6D-Qll2
"It is however, difficult to evaluate the results since the crucial property of strong determinism is introduced only in the Appendix where the definition contains a typo in a crucial sentence.",Not concerning,yQPrHZiz0v
"However, my main concern is the maturity of the paper.",Not concerning,Skg2zRlWnV
"The technical contributions of this paper is limited since it mainly adopts existing methods, like Matrix Completion + Deep Decoder + multi-graph convolution.",Maybe,VfcJ4UB9QSq
It seems for me this paper is more like an engineering paper consist of lots of stuff.,Confirmed,VfcJ4UB9QSq
The motivation of this work is also not very sound.,Confirmed,VfcJ4UB9QSq
I feel there is not enough content (in terms of ideas and experiments) to warrant a full paper.,Maybe,XV0UJQAVnL
A 1.2x-1.6x speedup on a training process that takes 600 seconds (e.g. CIFG-10 result in Fig 2) seems not so impactful in the grander scheme of things.,Not concerning,XV0UJQAVnL
"These models, unsurprisingly, perform similarly to Potts models without APC correction for contact prediction.",Not concerning,uBqGHjM1FQb
This manuscript seems better suited to a workshop or other specialized venue.,Not concerning,uBqGHjM1FQb
The IoU result (40%) is not very good.,Not concerning,HZNx2BKtbWc
"Without these key definitions in the framework, I would say that the proposed work is one of plan description rather than explanation.",Not concerning,Hyx-uH4W3V
