Input,Output,Id
The qualitative result for the Table shape in Fig.  6 is pretty bad.,The qualitative result for the Table shape in Figure 6 appears to be suboptimal.,hh9ZWMzN15L
"Actually, this may slightly exaggerate my concern why using 2x4 bricks as the only primitive is a good choice, given such bad reconstruction quality for real ModelNet shapes?","This leads me to question the rationale behind using 2x4 bricks as the sole primitive, especially considering the reconstruction quality for real ModelNet shapes shown.",hh9ZWMzN15L
"overall, I think the claimed contributions are not strong to meet NeurIPS bar, or not well-proven to be necessary.","Overall, I believe that the contributions, as presented, may not sufficiently meet the NeurIPS criteria, or their necessity has not been convincingly demonstrated.",hh9ZWMzN15L
"The main weakness of this paper, in my humble opinion, is the lack of important details or rigor in the experiments presented.",One area where the paper could be strengthened is in providing more detailed and rigorous experimental information.,PSTTIdq8EOf
"Without these important details and rigorous comparison, it's hard to have high confidence in the reproducibility of the results.",Including these important details and a rigorous comparison would enhance confidence in the reproducibility of the results.,PSTTIdq8EOf
The contribution is marginal.,"The contribution, while incremental, adds to the existing body of work.",y22A7C2ixK
The proposed method performs worse than the relaxation methods.,The proposed method does not yet outperform the existing relaxation methods in terms of performance.,y22A7C2ixK
The authors don't really motivate why relaxation methods are an insufficient/undesirable solution to the problem.,The authors could provide a stronger motivation for preferring their method over relaxation methods.,y22A7C2ixK
"it sounds from the authors' description that the work of Nogueira & Cho (2019)  is very similar, and yet this paper doesn't discuss the similarities in enough detail.","The authors may want to consider a more detailed comparison with the work of Nogueira & Cho (2019), as their approach appears to be quite similar.",HkxeVLCAYE
why are the results of Nogueira & Cho (2019) not reported in the table (except for one number in the footnote)?,"It would be beneficial to include the results of Nogueira & Cho (2019) in the table for a comprehensive comparison, as currently only one number is mentioned in the footnote.",HkxeVLCAYE
"First, the proposed method appears not useful.","First, the utility of the proposed method is not clear when compared to simpler existing solutions.",JF3IaHcgkSd
"The method is new, although I do not find it very useful.","The method is novel, but its practical advantages over existing methods are not evident.",JF3IaHcgkSd
"First and foremost, I do not see a good reason for using the proposed algorithm.","First and foremost, the justification for using the proposed algorithm over simpler alternatives is not adequately addressed.",JF3IaHcgkSd
Let me strengthen my point again: IT IS WRONG TO ASSUME MATRIX NORMS ARE CONSTANTS!,"To emphasize my point, it is incorrect to assume that matrix norms are constants without proper justification.",JF3IaHcgkSd
I cannot recommend acceptance at this point.,I believe further revisions are necessary before I can recommend acceptance.,WYdzxYS1_Tt
"I suspect much of the image processing is performed incorrectly, casting doubt on the validity of the -P model and rendering the comparison to the wavelet case moot.","There are concerns regarding the image processing methods used, which may affect the validity of the -P model and the comparison with the wavelet case. Further clarification and validation are needed.",WYdzxYS1_Tt
Simultaneous lack of details and overall verbosity; I find it difficult to find the big picture from this paper even after hours of trying.,The paper could benefit from a clearer presentation of the main concepts and a more concise explanation to help readers grasp the big picture more easily.,WYdzxYS1_Tt
"This makes me suspect all results of the -P variants are not to be trusted: teaching a GAN to generate aliased images, and then another model to up-res those aliased images, seems like a task that is fundamentally harder than if the aliasing wasn't there.",The presence of aliasing in the -P variant results raises concerns about their reliability. It would be beneficial to address this issue to ensure the robustness of the model's performance.,WYdzxYS1_Tt
I do not approve of pushing them to the appendix.,I would recommend including the metrics like FID and IS in the main text rather than the appendix to provide a more comprehensive evaluation of the model's performance.,WYdzxYS1_Tt
but I couldn't follow the process of proof.,"The process of the proof was not clear to me, and I would appreciate further clarification to follow the author's reasoning.",9e3A3rYtvNP
"but the reviewer believe that in the proof of the author's claim, there are lots of explanation to understand.",I believe that the proof of the author's claim could benefit from a more detailed explanation to enhance understanding.,9e3A3rYtvNP
You need explanation of reason for target of critic.,It would be helpful if the authors could provide an explanation for the rationale behind the target of the critic.,9e3A3rYtvNP
"Comparatively, the results in this paper are on toy problems.","While the results in this paper are demonstrated on low-dimensional continuous control tasks, it would be beneficial to see how the approach scales to more complex problems.",SJeeDkc227
The results on the Zombie Attack Scenario seem poor.,"The results on the Zombie Attack Scenario suggest there is room for improvement, particularly in the 'avoid' scenario.",SJeeDkc227
"Overall, I find the paper to be incremental and lacking good experimental results and comparisons.","Overall, the paper could be strengthened by providing more robust experimental results and detailed comparisons with prior work.",SJeeDkc227
"However, the proposed approach is rather complicated and the paper fails to show convincing use cases where this complexity is needed.","However, the proposed approach is quite complex, and it would be beneficial for the paper to demonstrate more clearly the scenarios where this complexity adds value.",H4uvtWh_DxW
It is really difficult therefore to evaluate the proposed method.,"Therefore, it would be helpful if the authors could provide more specific examples or case studies to facilitate the evaluation of the proposed method.",H4uvtWh_DxW
The experiments are unfocused ad non-systematic.,The experiments could benefit from a more focused and systematic approach to enhance their relevance and impact.,H4uvtWh_DxW
The paper's experiments section is not very significant.,The paper could benefit from a more comprehensive experiments section to strengthen its findings.,C7IeCiHt2xm
The novelty of this paper is also questionable.,"The paper would be improved by a clearer delineation of its novel contributions, especially in comparison to the work of Li et al.",C7IeCiHt2xm
"The method section lacks technical details and theoretical justification that is arguably necessary when studying their proposed architecture, both in sections 4.1 and 4.2.","The method section would benefit from additional technical details and theoretical justification to fully understand the proposed architecture, particularly in sections 4.1 and 4.2.",C7IeCiHt2xm
"It is not clear whether there are settings of the depth and number of ferns such that the number of parameters, computational complexity and/or memory usage will be reduced by an order of magnitude at little cost in performance, since even a depth of 3 leads to similar number of parameters as a 3x3 kernel.","It would be helpful if the paper could explore whether certain settings of the depth and number of ferns could significantly reduce the number of parameters, computational complexity, and/or memory usage without substantially impacting performance.",TbetNRIrCwQ
"While regularizing deep learning models is a pertinent  direction, I feel the paper makes a couple of overstatements, and overall I am not fully convinced by the approach and empirical evaluation, as outlined below.","While the direction of regularizing deep learning models is pertinent, there are aspects of the paper, such as some claims and the empirical evaluation, that could be further strengthened to enhance the paper's convincingness.",H1lHgrse9S
"I also find that it is unsurprising that regularizing via fidelity or stability will lead to models with better fidelity/stability so it's an artificial way to yield ""improved interpretability"" and this is more of an issue because fidelity and stability are kind of proxy metrics to evaluate interpretability.","It would be beneficial for the paper to address the potential concern that regularizing via fidelity or stability, while expected to improve these metrics, may not necessarily translate to genuinely improved interpretability, especially considering that fidelity and stability are proxy metrics.",H1lHgrse9S
"They do not even allow for the type of experimentation that has been done in reinforcement learning for as long as it has been around, which is to allow exploration by artificially increasing the reward for the first few times that each state is visited.","It would be beneficial if the authors considered including traditional experimentation methods in reinforcement learning, such as exploration by artificially increasing the reward for initial visits to each state, to provide a comprehensive comparison with their method.",S1xc36r03Q
In general experiments section is the most weakness of the paper.,The experiments section could benefit from further development to strengthen the paper.,ryxRUPb83X
I believe the results are not state-of-the-art.,The results could be compared with more recent state-of-the-art methods to better position the paper within the current research landscape.,ryxRUPb83X
I recommend rejection.,"Given the areas identified for improvement, I suggest major revisions before considering the paper for publication.",ryxRUPb83X
I am not sure that I agree that TPE is state-of-the-art on these problems: SMAC typically does much better in my experience.,"While TPE is considered state-of-the-art for these problems, it may be beneficial to compare its performance with SMAC, which has shown promising results in similar contexts based on my experience.",ry7VxCKlM
"Ultimately, my concern is that--considering these tools are open source and relatively stable software at this point--if DPP-only based hyperparameter optimization is truly better than the parallelization approach of SMAC, it should be straightforward enough to download SMAC and demonstrate this.","Given that these tools are open source and stable, it would be constructive to provide empirical evidence of the superiority of DPP-based hyperparameter optimization over the parallelization approach of SMAC, if applicable.",ry7VxCKlM
"The proposed method is intuitive and simple, largely stitching together previous successful techniques (e.g., Wasserstein distance for robustness, hard negative samples, momentum update).","The proposed method builds on established techniques such as Wasserstein distance for robustness, hard negative samples, and momentum update, presenting an intuitive and straightforward approach.",8m58lHxobZD
"The choice of short paper makes the presentation extremely dense, and it is thus very hard to thoroughly evaluate the paper.","While the concise nature of the paper makes the presentation quite dense, a more detailed exposition could facilitate a more thorough evaluation.",rHWFzG7L-5
"On the negative side, the validation on simulated data is not very impressive.","While the validation on simulated data provides a good starting point, it would be beneficial to see more complex datasets to fully assess the model's capabilities.",pWngULBdEg
"There are also too many typos for a 3 page paper (avaiable, prposed,..)","The paper would benefit from a thorough proofreading to correct the typos present, which is especially important given the brevity of the manuscript.",pWngULBdEg
"Second, the methods used in the paper are conventional and there is no novelty from the algorithmic perspective.","Secondly, while the methods used are well-established, it would be beneficial to highlight any novel aspects of their application or to consider incorporating more innovative algorithmic approaches.",rklPBJyfcr
"Third, the findings is useful within the sports industry, but does not conveys much insight for the ICLR community.","Thirdly, the findings are certainly valuable for the sports industry; however, it would be advantageous to draw connections to broader computational research themes that resonate with the ICLR community.",rklPBJyfcr
However unfortunately the paper is extremely vague and implicit about the actual proposed methodology.,"However, the paper could benefit from a more explicit and detailed description of the proposed methodology.",Iyir3x3oAJH
I doubt the paper is suitable for NeurIPS in its current form.,I believe the paper may require substantial revisions to meet the standards of NeurIPS.,Iyir3x3oAJH
quality: poor: there is simply not enough detail to properly assess what is actually proposed and to what extent it makes sense or solves the initial problem statement,Quality: The paper would benefit from additional detail to fully assess the proposed solution and its effectiveness in addressing the initial problem statement.,Iyir3x3oAJH
significance: due to the lack of details the paper is unlikely to have significant impact in its current form,Significance: Providing more details could enhance the paper's potential impact in the field.,Iyir3x3oAJH
"p5.173: so far we spent 5 pages without introducing anything new 
","It would be beneficial if the paper could introduce its novel contributions earlier, as the first five pages primarily review existing knowledge.",Iyir3x3oAJH
p6.217+: this is just so vague I have no idea what you are trying to say.,The section starting at p6.217 could be clarified to better convey the intended message.,Iyir3x3oAJH
p7-9: given that I still have no idea what you actually do or try to do I cannot assess the relevance or validity of the results presented here.,The methods and objectives between pages 7-9 could be articulated more clearly to enable an assessment of the results' relevance and validity.,Iyir3x3oAJH
"The contributions presented are themselves limited, which does not support this choice of presentation.","While the contributions are modest, a clearer presentation could enhance their perceived value and support their significance.",IsihpgDCLMN
"However, neither contribution is compared in the experimental results against the current state of the art, but only against standard GP. This offers a limited insight on its relative advantage, but no clear perspective to the method's actual applicability and utility.","To provide a comprehensive evaluation, it would be beneficial if the contributions were compared with the current state of the art in addition to standard GP, thereby offering a clearer perspective on the method's applicability and utility.",IsihpgDCLMN
The paper lacks a proper discussion at this stage.,The paper would benefit from a more thorough discussion at this stage to clarify the results and their implications.,IsihpgDCLMN
"Maybe I missed something, but I don't there are new insights in the paper.","I may have overlooked something, but it seems that the paper could benefit from highlighting more novel insights, particularly in relation to the dynamic residual adapter.",Kl_QO5GxJqm
"""Section 3.4 Weighted Domain Transfer"" is not well-motivated and very confusing.","The motivation behind 'Section 3.4 Weighted Domain Transfer' could be made clearer, and the section might benefit from additional explanation to avoid confusion.",Kl_QO5GxJqm
The authors miss important context and make some inaccurate statements: TF do not just \,"The authors could provide a more nuanced discussion of TF functions beyond the binary expression control, as TF roles are more complex and have been explored in various contexts.",H1yqn7qlM
"Furthermore, the authors acknowledge the existence of vast literature on this specific problem but completely discard it as \","The authors might strengthen their paper by acknowledging and integrating insights from the extensive literature on this topic, which could provide a more comprehensive background for their study.",H1yqn7qlM
while completely disregarding previous work simply because it's not in a DL framework (which the authors are clearly more familiar with) can easily alienate reviewers and readers alike.,"It is important for the authors to consider previous work in a broader context, not limited to deep learning frameworks, to ensure a comprehensive review and to engage a wider audience effectively.",H1yqn7qlM
Too many decimals are given in Table 1.,Consider reducing the number of decimal places in Table 1 for better readability.,P0owHqDTE
I lean towards rejecting this paper.,I am currently inclined to not accept this paper.,rJg8QSNJ9S
"The whole gist of the framework can be crudely summarized as ""if data contradicts, split up into non-contradictory sets using extra info.""",The core concept of the framework appears to be the division of contradictory data into non-contradictory sets with the aid of additional information.,rJg8QSNJ9S
"Proposing something that is in principle more general and ""in principle cannot be worse"" but then not demonstrating that it actually is the case is, in my opinion, not enough.","While the proposal is theoretically more general and should not perform worse, providing empirical evidence to support this claim would strengthen the paper.",rJg8QSNJ9S
The contributions of the paper seem very limited.,The paper could benefit from a clearer demonstration of its unique contributions to the field.,S1lsYBrI2m
It is quite surprising that the authors claim to be the first to propose this while completely ignoring previous works.,"The authors may want to acknowledge the similarities between their method and those found in previous works, such as [1].",S1lsYBrI2m
Therefore I do not think this paper is technically correct.,The technical correctness of the paper could be further substantiated by clarifying how equation (9) applies to general functions.,S1lsYBrI2m
"In summary, I believe this paper is limited in its contribution and also has major issues in terms of technical correctness, and is well below the standard for ICLR.","In summary, the paper would benefit from a more robust demonstration of its contributions and a thorough review to address the concerns regarding technical correctness to meet the conference standards.",S1lsYBrI2m
"Saying their proposed PMS approach is 
tuning free
 is kind of overselling: you still have to pick the  $O$ and $
alpha
 hyperparameters, and additionally tuning the models architecture/training details for the value estimation procedure (probably FQI) that is used in each iteration to get $
hat{Q}
.","The claim that the proposed PMS approach is 'tuning free' may be somewhat overstated, as it still requires the selection of $O$ and $
alpha
 hyperparameters. Furthermore, there is a need to adjust the model's architecture and training details for the value estimation procedure used in each iteration to obtain $
hat{Q}
. It would be beneficial to clarify this aspect and perhaps compare it to the approach in Zhang & Jiang 2021 [1] to provide a clearer definition of what 'tuning free' entails.",JCeRarEgy9U
"My biggest concern is that the main finding, i.e., that PH of the network architecture allows to monitor performance without a validation set, is not novel.","While the application of PH to monitor network performance without a validation set is intriguing, it would be beneficial to discuss how this work builds upon and differs from existing studies, such as the approach taken by Rieck et al. in Reference [26].",sqBofKizg9e
I lower my score to 5.,"After considering the additional literature and the need for major revisions, I have adjusted my score accordingly.",bDLdQE6huIz
"It is however, difficult to evaluate the results since the crucial property of strong determinism is introduced only in the Appendix where the definition contains a typo in a crucial sentence.","However, evaluating the results is challenging because the key concept of strong determinism is introduced in the Appendix, and there appears to be a typo in an important sentence of its definition.",yQPrHZiz0v
"However, my main concern is the maturity of the paper.","However, I believe the paper could benefit from further development to fully realize its potential.",Skg2zRlWnV
"The technical contributions of this paper is limited since it mainly adopts existing methods, like Matrix Completion + Deep Decoder + multi-graph convolution.","While the paper builds upon existing methods such as Matrix Completion, Deep Decoder, and multi-graph convolution, it would be beneficial to highlight any unique contributions or novel integrations that enhance the field.",VfcJ4UB9QSq
It seems for me this paper is more like an engineering paper consist of lots of stuff.,The paper appears to have a strong engineering focus; clarifying how these implementations advance the theoretical aspects could strengthen the paper's impact.,VfcJ4UB9QSq
The motivation of this work is also not very sound.,The motivation for this work could be articulated more clearly to better understand its significance in the context of existing research.,VfcJ4UB9QSq
I feel there is not enough content (in terms of ideas and experiments) to warrant a full paper.,The paper could be strengthened by expanding on the ideas and experiments to fully justify a standalone publication.,XV0UJQAVnL
A 1.2x-1.6x speedup on a training process that takes 600 seconds (e.g. CIFG-10 result in Fig 2) seems not so impactful in the grander scheme of things.,"While the 1.2x-1.6x speedup is a positive result, further research could explore its impact on longer training processes to better understand its significance in larger contexts.",XV0UJQAVnL
"These models, unsurprisingly, perform similarly to Potts models without APC correction for contact prediction.","It would be beneficial to see how these models compare to Potts models with APC correction, as they currently show similar performance to Potts models without it.",uBqGHjM1FQb
The connection between the Potts model and attention described in this paper should be obvious to those who already understand attention models and Potts models and the empirical results of the factored attention model don't make this approach seem compelling.,"The paper could further clarify the novel aspects of the connection between the Potts model and attention for those already familiar with these concepts, and provide more evidence to demonstrate the advantages of the factored attention model.",uBqGHjM1FQb
"Maybe factored attention could be promising for better capturing dependencies between positions for deeper transformers on MSAs, but it isn't likely that this work will be of broad interest to the machine learning community.","Exploring how factored attention might capture dependencies between positions for deeper transformers on MSAs could be a promising direction, and further work could help to demonstrate its relevance to the broader machine learning community.",uBqGHjM1FQb
The IoU result (40%) is not very good.,"While the IoU result (40%) suggests there is room for improvement, it's important to note that object-centric representation learning is not solely dependent on segmentation performance, as evidenced by the VQA task results.",HZNx2BKtbWc
"Without these key definitions in the framework, I would say that the proposed work is one of plan description rather than explanation.","Incorporating these key definitions into the framework could strengthen the distinction between plan description and explanation, and clarify the intended contribution of the work.",Hyx-uH4W3V
"The need for evaluations is noted only as an afterthought. This is worrying, especially since the framework does not account for the user model at all.","It would be beneficial to integrate the evaluation process more prominently within the framework, particularly with regard to accounting for the user model.",Hyx-uH4W3V
"As such, I am not sure who has been helped with explanations of this form.",Clarifying who the target audience is and how they benefit from this form of explanation would enhance the paper's impact.,Hyx-uH4W3V
- No baseline methods are reported to appreciate the reported performance,Including baseline methods for comparison could enhance the appreciation of the reported performance.,NamFEfqLpa
"It is of course a bad idea to model a Gaussian with a Cauchy distribution (the way it is always a bad idea to have a mis-specified model),","While modeling a Gaussian with a Cauchy distribution may not be ideal due to the mis-specification of the model,",r1lQVT49FB
"Second, I find the approach lacks novelty and is a straightforward application of the well established temperature scaling method and the expected calibration error to regression tasks.","Second, the approach seems to build upon the established temperature scaling method and the expected calibration error for regression tasks, which may benefit from further differentiation to enhance its novelty.",r1lQVT49FB
"Most importantly, I have major concerns regarding the lack of in-depth evaluation.","Most importantly, I believe the paper would be strengthened by a more in-depth evaluation.",r1lQVT49FB
The novelty of the study is quite limited.,"While the study builds upon existing GAN-based methods, further clarification on its unique contributions could enhance the perceived novelty.",TD5pjPIKGv
"The paper is written as if the benchmark is the main contribution and the architecture improvement is just a delta on top of this, but it gets confusing when the methods section starts off with just directly stating the new architecture.","It would be helpful if the paper could clarify the primary contribution, as the current structure suggests the benchmark is the main focus, with the architecture improvement appearing secondary. Ensuring consistency between the introduction and the methods section, where the new architecture is introduced, would enhance the paper's clarity.",r1esT_GTKr
Overall the contribution does seem a bit incremental based on prior work and the description lacks enough detail to properly indicate why this is a very important contribution?,"The authors might consider providing more details to emphasize the significance of their contribution, which at present appears to be a modest extension of prior work.",r1esT_GTKr
"""using morehidden units can bridge this gap"" -> why not just do it? Its a benchmark after all.","If using more hidden units could bridge the identified gap, it would be valuable to explore this in the benchmark for a more comprehensive evaluation.",r1esT_GTKr
"Unfortunately, I found that the author simply I enumerate the performance differences of different algorithms in different environments, and there is also a lack of analysis of what methods are suitable for what tasks.","While the author provides a comparison of algorithm performance across environments, a deeper analysis of which methods are best suited for specific tasks would enhance the paper's contribution.",Bs8rH5w0G7C
"I hope that the author can adjust the content of the paper, and don't make people feel that the author has collected different official implementations, and then simply run them and compare directly.",I encourage the author to enrich the content with more nuanced comparisons and analyses to avoid the impression of merely running and comparing official implementations.,Bs8rH5w0G7C
The encoding and decoding process lacks novelty.,The encoding and decoding process could be further elaborated to highlight its novelty and contribution to the field.,ckp0fjYhOIM
The proposed method felt more as applicative based method where a new design proposal is made rather than the advancement of the scientific field.,It would be beneficial to clarify how the proposed method advances the scientific field in addition to its applicative aspects.,ckp0fjYhOIM
"Despite these weaknesses somewhat limiting the paper's significance, I still think it will make a reasonable contribution to a question that is very relevant for the nCSI workshop.","While there are areas for improvement that could enhance the paper's significance, it has the potential to contribute meaningfully to a topic of relevance for the nCSI workshop.",d_kdTlKCe1
"This is inconsiderate in the best case, arrogant in the worst.",I encourage the authors to consider a more comprehensive review of related work in the field of XAIP to acknowledge the contributions of others and situate their work within the broader context.,rJxtaOEv3E
"1. No novelty, not limited.  This is a simple combination of multi-scale and DANet.","1. The paper could benefit from a clearer articulation of its novel contributions, as it currently appears to be a straightforward combination of multi-scale and DANet techniques.",3RddyLH2-P_
"2. Extremely poor paper organization, see Fig.1, Fig. 2, and Fig. 3.","2. The organization of the paper could be improved for better clarity, particularly in how figures 1, 2, and 3 are presented and discussed.",3RddyLH2-P_
"4. Could authors explain why a simple ""multi-scale + dual attention"" idea could achieve such big improvements over all vision tasks? Based on my experience, that is impossible.","4. It would be helpful if the authors could provide a more detailed explanation of how the combination of multi-scale and dual attention mechanisms leads to significant improvements across various vision tasks, as such results are quite remarkable and not typically observed.",3RddyLH2-P_
"The authors argue they have shown the model with limited capacity capture biases. However, this has been shown already in [1] in 2019 and therefore is not a contribution of the authors.","While the authors discuss models with limited capacity capturing biases, it appears similar findings have been previously reported in [1] in 2019. It would be beneficial for the authors to clarify how their contributions differ from or build upon these earlier results.",EM6nENB9ut8
"The main method proposed in this paper, is exactly the same method proposed in [2].",The main method proposed in this paper seems to closely resemble the method outlined in [2]. It would be helpful if the authors could highlight any distinctions or improvements made over the referenced work.,EM6nENB9ut8
"Given the points above, and since the main method in the paper is proposed in [2], the paper does not provide enough contributions to be suitable for the ICLR venue.","Considering the similarities with the method in [2], it would be important for the paper to more clearly define its novel contributions to meet the expectations for the ICLR venue.",EM6nENB9ut8
"However, this is not proved and does not seem obvious to me.","However, it would be beneficial if the authors could provide a proof or further clarification to support this claim, as it is not immediately apparent.",BkldR7lIcB
"This, to me, is more like some intuition or conjecture, rather than rigorous mathematical proof.","This statement appears to rely more on intuition than on a rigorous mathematical proof, which may require further elaboration or evidence to strengthen the argument.",BkldR7lIcB
"As a result, I am skeptical about the theoretical claims made in the paper.","As a result, these points raise some questions about the theoretical claims made in the paper, and addressing them could enhance the paper's credibility.",BkldR7lIcB
The paper suffers from serious clarity issues.,"The paper could benefit from improved clarity, particularly in explaining the core problem of exposure bias.",H1e59mLw27
"Unfortunately, after reading the paper, front to cover, I cannot tell what is the problem the authors are trying to solve (except, of course, from providing a better training algorithm for RNNs).","It would be helpful if the authors could more clearly define the specific problem they are addressing, in addition to offering a better training algorithm for RNNs.",H1e59mLw27
It looks like there is no conclusion section at the end of this paper.,The paper would benefit from a conclusion section to summarize the findings and implications of the work.,YeLgdYTLL0n
The paper suffers from several disadvantages (ranging in importance from minor to more fundamental) that however IMHO can be improved upon mostly quickly.,"The paper presents several areas for improvement, which range from minor to more substantial, but I believe these can be addressed effectively with some revisions.",SlgddePTe9
"Furthermore, the key result stated in said experiment (interventional data is better than simply more observational data for recovering the true causal graph) is arguably not of value to the paper since it is (a) to be expected from existing literature and (b) it does not corroborate on the proposed paradigm.","While the key result of the experiment in Section 4.3 aligns with expectations from existing literature, it would be beneficial to see how it specifically supports the proposed paradigm.",SlgddePTe9
Experimental setup is not well described.,The description of the experimental setup could be enhanced to provide clearer insights into the methodology.,SooiU6_zYjK
Discussion of related work is missing.,Including a discussion of related work would enrich the context and significance of the findings.,SooiU6_zYjK
making the results in Table 2 and Table 3 meaningless and confusing.,The results in Table 2 and Table 3 could be more clearly presented and directly comparable to the methods in Song et al. (2018) to enhance their significance.,Byg5fBqTKr
"Many choices in the algorithm seem to be arbitrary, and there are many approximations in the method whose accuracies have no guarantees.","The rationale for many choices in the algorithm could be better explained, and the method would benefit from a more thorough analysis of the approximations used and their potential impact on accuracy.",Byg5fBqTKr
It is hard to predict how those approximation errors accumulate when all pieces are combined together to form a very complicated algorithm.,It would be helpful to provide an analysis or discussion on how the approximation errors might accumulate and affect the overall performance of the algorithm.,Byg5fBqTKr
It is unfair that the authors' attack uses l_2 norm.,It would be more equitable to compare the authors' l_2 norm-based attack with other methods that use the same norm for a balanced evaluation.,Byg5fBqTKr
"Therefore, when using human evaluation to assess the image quality of generated adversarial examples, the two previous methods are naturally at a huge disadvantage.","For a fair assessment, human evaluation of image quality should consider the different constraints applied by the previous methods, which may affect their performance in comparison.",Byg5fBqTKr
The trick for dealing with unlimited data is not in the focus of this paper and also not evaluated against any other method.,"While the paper does not focus on the challenge of dealing with unlimited data, it would be beneficial to see an evaluation of the proposed method against alternative approaches.",r1xcT5bSYE
I vote for weak rejection because the core modification proposed to Adam is minor and is mostly supported by intuition and preliminary experiments.,I lean towards rejection because I believe the core modification to Adam could benefit from more substantial evidence and rigorous testing beyond the preliminary experiments presented.,S1ghLD70FH
I have difficulty convincing myself that smoothing by the average is solving the issues raised in the paper and there is no experiments to study its effect directly.,It would be beneficial to include experiments that directly study the effect of smoothing by the average to address the issues raised in the paper more convincingly.,S1ghLD70FH
"In any case, there is an overlap for 3 of the 5 models between SGD and SoftAdam which makes the comparison rather unconvincing.",The observed overlap for 3 of the 5 models between SGD and SoftAdam suggests that further analysis might be needed to strengthen the comparison.,S1ghLD70FH
No details on how the RCPO algorithm works.,"The paper would benefit from including details on how the RCPO algorithm functions, which would aid readers in understanding its application to safe RL.",yT97j3ocJ6D
"Using 'observing the cost' (something similar) is a better choice than 'Get Constraint' because the constraint is part of the optimization problem, and you can't observe it as it is set beforehand.","It may be more accurate to use terminology such as 'observing the cost' rather than 'Get Constraint', as the latter implies observability of a pre-set element of the optimization problem.",yT97j3ocJ6D
"""... parallel environments is a bit more complex."" Authors need to give at least some high-level reason why it is complex.",The authors could enhance the paper by providing a high-level explanation of the complexities involved with parallel environments.,yT97j3ocJ6D
The paper cannot be accepted to ICLR as-is.,The paper would benefit from revisions to meet the acceptance criteria for ICLR.,_Egkrswxzn
"In practice, you cannot do this as there is no ""free"" evaluation of the offline learned policies.","In practice, it may be challenging to tune hyperparameters per environment+dataset combination without a cost-free evaluation of the offline learned policies.",0-kn8rZimK
"Furthermore, this reduces the significance of the results as it is not clear whether the gains are just from better hyperparameters.","Additionally, it would be beneficial to clarify if the performance gains are due to the algorithmic contributions or primarily from hyperparameter optimization.",0-kn8rZimK
"no particular novel technique is introduced, and it‘s no better than existing models, so the significance of the proposed framework is unclear.","The paper could benefit from highlighting the novelty of the proposed combination of VAE, NF, and DAE, as it is not immediately clear how it advances beyond existing models. Clarifying the unique contributions could help underscore the significance of the framework.",Syep7Jnz5E
"The techniques used to learn the preconditioner are heuristic, not scalable and without justification or ablation studies.","It would be beneficial to provide justification for the techniques used to learn the preconditioner, address their scalability, and include ablation studies to strengthen the paper.",SygFLpeAYB
"It does not compare against ""standard"" optimization techniques that construct data-driven preconditioners such as Adam or Adagrad or even to more Newton, natural gradient methods that use the Hessian or the Fisher information matrix as preconditioners. It shows ad-hoc synthetic experiments in dimensions 1 and 50. This is clearly not enough.","The paper would be more comprehensive if it included comparisons with standard optimization techniques like Adam or Adagrad, and with methods that use the Hessian or the Fisher information matrix as preconditioners. Additionally, expanding the experiments beyond the ad-hoc synthetic ones in dimensions 1 and 50 could provide a more robust validation of the proposed method.",SygFLpeAYB
The step-size is set to 1. It seems that the optimizer has been overfit and engineered to work on this specific problem.,"Clarification on the choice of a step-size set to 1 would be helpful, as well as evidence to show that the optimizer generalizes well beyond the specific problem it was tested on.",SygFLpeAYB
This is actually why methods like Chan & Vese have fallen out of fashion in our field.,"It would be beneficial for the authors to consider that methods like Chan & Vese are less commonly used in our field, possibly due to the complexity of medical imaging characteristics such as shape and texture.",UzIAlELm6
The statement \,"The authors might want to address the perception that generating annotated data is a lengthy process, providing more context or evidence to support this statement.",UzIAlELm6
"I am not familiar with the proof of Double Q-learning and TD3, and thus find the proof of this paper hard to read as it omits the majority of proof by claiming it is similar to the proof of the aforementioned two algorithms.","The proof in this paper could be made more accessible by including more detailed explanations or comparisons with the proofs of Double Q-learning and TD3, rather than assuming similarity.",iLayvWD1I87
"Overall, I'd vote for rejection for this paper.","Overall, my assessment leads me to lean towards rejection for this paper.",fTf_BpgKJsE
the innovation is minor compared to the previous method(MO-MPO).,the innovation seems incremental when compared to the previous method (MO-MPO).,fTf_BpgKJsE
the empirical evidence for the proposed method is marginal to me.,I find the empirical evidence supporting the proposed method to be insufficient.,fTf_BpgKJsE
The motivation of the proposed framework is not strong.,The motivation behind the proposed framework could be articulated more compellingly.,fTf_BpgKJsE
The advantage of constrained MO-MPO over lagrangian-based approaches is marginal.,The demonstrated advantage of constrained MO-MPO over Lagrangian-based approaches appears to be limited.,fTf_BpgKJsE
"Therefore, I don’t see why RL should be used in this scenario.","It would be helpful if the authors could clarify the rationale for using RL in this scenario, given that the paper divides the long-term decision into independent short-term decisions.",7rBSXHpWMfo
The paper simply proposes a weighted combination of current value function estimation and the one from prior computations.,"The paper proposes a method that builds upon existing work by introducing a weighted combination of current value function estimation with prior computations, which could be further elaborated to highlight its novelty.",cbzFAdpPVSw
This paper provide no novelty with respect to deep learning method.,"While the paper leverages existing deep learning methods, it would be beneficial to highlight any novel aspects or contributions that differentiate this work from previous studies.",H1gIxC_m9H
